interaction_id,user_id,movie_id,watch_date,watch_duration_minutes,completed,user_rating,device_type
I010694,U01435,M03955,2025-11-21,44,False,2,Smart TV
I010695,U02030,M01710,2026-06-25,144,True,4,Mobile
I010696,U00193,M00427,2025-11-16,102,True,3,Firestick
I010697,U01535,M02957,2026-01-07,36,False,3,Firestick
I010698,U00957,M03157,2025-06-27,120,False,4,Mobile
I010699,U01404,M04205,2023-08-30,52,True,4,Mobile
I010700,U00844,M00917,2026-06-12,141,True,1,Laptop
I010701,U02771,M00760,2025-05-26,34,False,2,Firestick
I010702,U02632,M00912,2024-08-25,67,False,3,Smart TV
I010703,U02239,M05353,2024-12-08,117,True,3,Mobile
I010704,U02069,M04692,2024-01-18,130,True,4,Smart TV
I010705,U00490,M07532,2025-12-11,134,True,3,Mobile
I010706,U00842,M02505,2023-11-18,138,True,4,Smart TV
I010707,U00278,M05276,2026-04-17,177,True,4,Tablet
I010708,U00725,M00947,2024-12-28,26,True,4,Mobile
I010709,U00077,M04657,2025-07-06,9,False,2,Smart TV
I010710,U01194,M07527,2026-01-05,160,True,5,Smart TV
I010711,U01390,M00494,2026-04-12,127,True,5,Mobile
I010712,U01820,M06066,2025-07-13,105,False,4,Firestick
I010713,U00260,M01660,2025-01-02,101,True,3,Tablet
I010714,U02413,M01773,2026-04-11,60,False,4,Mobile
I010715,U00890,M05622,2025-07-13,106,True,5,Firestick
I010716,U01735,M02096,2025-08-06,124,True,3,Tablet
I010717,U01127,M00690,2025-09-03,42,False,4,Mobile
I010718,U01517,M05083,2025-12-31,58,False,3,Firestick
I010719,U02558,M03481,2025-05-25,148,True,3,Tablet
I010720,U01589,M01347,2025-02-13,31,False,3,Mobile
I010721,U00417,M07030,2025-04-24,64,False,2,Mobile
I010722,U02888,M06179,2025-06-23,103,False,3,Mobile
I010723,U02257,M00958,2026-03-19,176,True,4,Laptop
I010724,U02226,M03490,2026-02-22,42,True,2,Mobile
I010725,U01431,M02558,2025-04-04,99,True,5,Smart TV
I010726,U02040,M04045,2024-09-27,49,False,2,Firestick
I010727,U02868,M01286,2025-08-29,138,True,4,Laptop
I010728,U00511,M04142,2024-01-07,41,True,3,Mobile
I010729,U00888,M01358,2025-06-11,27,False,5,Laptop
I010730,U02268,M06228,2024-05-15,63,False,2,Laptop
I010731,U01874,M01386,2024-12-08,90,False,3,Smart TV
I010732,U01526,M07584,2025-09-06,141,True,3,Mobile
I010733,U01375,M05502,2024-10-09,151,True,3,Mobile
I010734,U00750,M00963,2024-12-23,38,False,2,Tablet
I010735,U00167,M04407,2024-04-03,127,True,3,Tablet
I010736,U02969,M03142,2026-05-26,64,True,2,Firestick
I010737,U01137,M01302,2025-11-04,148,True,4,Smart TV
I010738,U00402,M05301,2026-01-24,97,True,3,Smart TV
I010739,U02031,M06977,2026-01-31,72,False,3,Firestick
I010740,U00003,M06705,2023-09-13,83,False,3,Mobile
I010741,U02041,M01289,2025-12-26,27,True,3,Tablet
I010742,U00944,M03959,2026-04-21,129,True,2,Firestick
I010743,U02819,M03014,2024-05-21,130,True,1,Mobile
I010744,U01280,M06598,2026-06-12,23,False,3,Firestick
I010745,U01547,M06455,2026-04-30,122,True,4,Mobile
I010746,U02660,M01714,2024-10-29,66,False,3,Mobile
I010747,U00191,M01423,2026-06-29,125,False,2,Laptop
I010748,U02093,M07187,2025-02-11,138,True,4,Firestick
I010749,U00551,M04425,2025-08-26,34,False,4,Smart TV
I010750,U00967,M06987,2026-04-05,137,True,4,Firestick
I010751,U02718,M01184,2026-04-08,114,True,3,Tablet
I010752,U01104,M03787,2024-10-08,55,False,2,Mobile
I010753,U00912,M02877,2025-02-15,88,True,1,Mobile
I010754,U01629,M03272,2026-02-27,64,False,3,Smart TV
I010755,U00999,M00211,2026-02-08,111,True,3,Mobile
I010756,U01985,M02965,2025-01-23,38,False,3,Laptop
I010757,U02823,M00883,2026-03-10,92,True,3,Mobile
I010758,U00053,M00513,2026-01-03,107,True,3,Mobile
I010759,U02595,M07706,2026-05-23,122,True,3,Firestick
I010760,U01578,M05109,2026-07-02,145,True,4,Firestick
I010761,U02455,M01545,2025-10-28,72,False,3,Mobile
I010762,U01806,M00730,2025-09-21,128,True,3,Firestick
I010763,U01074,M05971,2025-11-14,60,True,5,Mobile
I010764,U02366,M02968,2026-04-13,136,True,4,Laptop
I010765,U00482,M02743,2026-02-08,119,True,4,Firestick
I010766,U00263,M03010,2025-06-28,95,False,5,Smart TV
I010767,U00535,M03532,2025-09-09,148,True,3,Laptop
I010768,U01892,M00126,2024-05-05,148,True,3,Smart TV
I010769,U00431,M05597,2026-06-05,102,True,2,Smart TV
I010770,U00563,M05096,2026-07-10,105,False,4,Firestick
I010771,U02992,M07734,2025-02-13,163,True,3,Laptop
I010772,U02220,M02159,2026-04-30,144,True,3,Laptop
I010773,U00213,M01775,2025-12-10,87,True,2,Firestick
I010774,U01939,M05729,2025-02-20,148,True,3,Laptop
I010775,U01555,M05350,2024-01-27,113,True,3,Laptop
I010776,U00806,M04300,2026-04-15,147,True,3,Tablet
I010777,U00837,M00837,2026-06-26,127,True,3,Smart TV
I010778,U01646,M06664,2025-05-09,55,False,4,Smart TV
I010779,U02054,M07683,2026-06-10,65,True,1,Smart TV
I010780,U02923,M07153,2025-01-23,106,True,3,Tablet
I010781,U02874,M07088,2025-09-17,75,False,4,Mobile
I010782,U02093,M02870,2025-04-04,114,True,3,Mobile
I010783,U02443,M04702,2023-07-24,77,False,3,Laptop
I010784,U00224,M03028,2026-05-07,132,True,3,Tablet
I010785,U00696,M04813,2025-07-02,141,True,4,Laptop
I010786,U00349,M01941,2026-05-06,124,True,1,Mobile
I010787,U02644,M05973,2026-05-16,132,True,3,Smart TV
I010788,U01738,M03936,2025-08-25,175,True,4,Mobile
I010789,U00072,M02043,2025-03-27,147,True,4,Mobile
I010790,U01744,M00577,2024-12-10,50,True,3,Smart TV
I010791,U00439,M02902,2025-02-18,15,False,3,Mobile
I010792,U00871,M08094,2026-05-15,52,False,3,Firestick
I010793,U00314,M06681,2025-01-02,87,True,4,Mobile
I010794,U02563,M06504,2024-10-11,111,False,1,Smart TV
I010795,U00523,M02260,2024-09-21,116,True,4,Mobile
I010796,U01815,M03759,2024-12-25,140,True,2,Mobile
I010797,U00193,M04232,2025-06-17,8,False,4,Firestick
I010798,U00328,M06044,2023-12-04,22,False,4,Smart TV
I010799,U02092,M04917,2025-12-19,137,True,4,Mobile
I010800,U02842,M07311,2024-07-14,119,False,3,Mobile
I010801,U02868,M01493,2025-06-16,70,False,2,Mobile
I010802,U00311,M02361,2025-10-08,56,False,1,Laptop
I010803,U01358,M04468,2024-09-12,142,True,3,Smart TV
I010804,U00171,M00741,2025-07-14,134,True,2,Mobile
I010805,U00034,M05346,2026-04-03,73,True,4,Smart TV
I010806,U00986,M01546,2026-01-16,124,True,3,Mobile
I010807,U01516,M01388,2026-02-10,119,True,3,Laptop
I010808,U02055,M05058,2026-06-27,107,True,5,Smart TV
I010809,U01678,M07850,2024-06-15,119,True,3,Mobile
I010810,U01212,M03329,2023-06-21,102,True,4,Smart TV
I010811,U00653,M07465,2026-03-09,147,True,2,Smart TV
I010812,U00758,M04519,2025-09-22,120,True,5,Smart TV
I010813,U00230,M06449,2025-04-20,149,True,3,Mobile
I010814,U02999,M07061,2023-05-17,131,True,4,Mobile
I010815,U02365,M00165,2026-03-06,55,False,3,Mobile
I010816,U01728,M06256,2025-07-17,172,True,4,Tablet
I010817,U00144,M03582,2023-11-21,35,False,4,Smart TV
I010818,U01355,M00603,2025-09-27,95,True,4,Mobile
I010819,U01845,M05197,2026-06-16,58,False,3,Smart TV
I010820,U01935,M06009,2024-05-21,113,False,4,Smart TV
I010821,U00239,M02747,2026-05-28,19,False,3,Mobile
I010822,U00707,M06406,2026-06-16,132,True,4,Mobile
I010823,U00847,M01926,2025-06-26,28,False,4,Mobile
I010824,U00590,M06155,2024-09-19,114,True,4,Smart TV
I010825,U01913,M00091,2026-03-09,79,False,4,Laptop
I010826,U02300,M01688,2026-06-17,66,False,3,Mobile
I010827,U02133,M03625,2023-01-19,40,False,3,Mobile
I010828,U01798,M05118,2024-09-29,152,True,4,Mobile
I010829,U01253,M03640,2025-08-09,128,True,2,Laptop
I010830,U00689,M02136,2025-05-17,85,True,2,Mobile
I010831,U01409,M06731,2026-05-20,53,True,3,Laptop
I010832,U00935,M02811,2025-10-17,106,True,4,Firestick
I010833,U02522,M02802,2026-05-27,43,False,3,Mobile
I010834,U00739,M06001,2025-05-16,25,True,5,Smart TV
I010835,U02778,M01689,2023-09-26,129,True,3,Smart TV
I010836,U02651,M07951,2025-10-06,96,True,3,Mobile
I010837,U00840,M02147,2025-08-20,113,False,2,Laptop
I010838,U02563,M03887,2023-02-06,129,True,2,Firestick
I010839,U01932,M00269,2026-07-01,57,False,4,Smart TV
I010840,U02372,M07097,2026-07-08,141,True,1,Smart TV
I010841,U01847,M02765,2026-07-02,120,True,3,Mobile
I010842,U01224,M06638,2025-04-08,104,True,4,Smart TV
I010843,U01699,M07908,2026-05-12,168,True,3,Mobile
I010844,U01114,M05415,2025-09-08,7,False,4,Tablet
I010845,U00008,M05052,2025-02-25,138,True,2,Tablet
I010846,U00748,M02639,2025-01-16,72,False,2,Tablet
I010847,U02134,M05459,2025-07-30,89,True,1,Mobile
I010848,U02615,M00227,2026-06-21,73,True,2,Mobile
I010849,U00472,M01548,2026-04-29,108,False,3,Smart TV
I010850,U02782,M06371,2026-07-08,139,True,1,Smart TV
I010851,U00560,M04463,2025-07-22,140,True,3,Smart TV
I010852,U00939,M07066,2025-05-17,144,True,3,Firestick
I010853,U00798,M03125,2026-01-06,118,True,2,Smart TV
I010854,U01351,M07327,2026-04-14,43,False,4,Mobile
I010855,U02164,M07655,2024-11-13,48,True,4,Mobile
I010856,U00338,M03926,2026-06-26,95,False,2,Laptop
I010857,U02906,M04665,2025-02-15,99,True,2,Mobile
I010858,U01550,M02636,2023-04-29,17,False,3,Firestick
I010859,U02899,M00508,2024-05-09,165,True,3,Mobile
I010860,U02110,M04882,2026-05-24,123,True,4,Smart TV
I010861,U00227,M00310,2026-01-08,19,True,3,Firestick
I010862,U00441,M07404,2026-07-10,34,False,2,Tablet
I010863,U00197,M06590,2026-05-10,86,False,2,Smart TV
I010864,U02918,M06026,2023-09-06,121,True,5,Smart TV
I010865,U02991,M07860,2026-05-13,118,True,4,Smart TV
I010866,U01838,M00308,2026-02-17,52,False,3,Smart TV
I010867,U01003,M07782,2025-01-15,73,True,3,Tablet
I010868,U02636,M03549,2025-05-14,76,True,4,Laptop
I010869,U02699,M05343,2026-07-09,148,True,5,Mobile
I010870,U02593,M06840,2025-01-05,151,True,4,Mobile
I010871,U00935,M05981,2025-12-10,99,True,2,Smart TV
I010872,U02421,M05185,2026-07-13,46,False,3,Laptop
I010873,U01983,M03369,2024-08-12,151,True,2,Firestick
I010874,U00352,M04585,2025-02-15,98,False,4,Tablet
I010875,U01548,M01253,2024-06-09,97,True,4,Laptop
I010876,U01846,M07993,2025-10-07,77,True,3,Laptop
I010877,U01847,M02782,2026-07-03,144,True,2,Smart TV
I010878,U02745,M07418,2025-03-25,145,True,5,Tablet
I010879,U01717,M00481,2025-10-23,47,False,3,Mobile
I010880,U02710,M02574,2026-07-14,157,True,2,Mobile
I010881,U02120,M05737,2026-06-19,49,False,1,Smart TV
I010882,U00348,M03965,2026-02-19,143,True,4,Smart TV
I010883,U01789,M05935,2025-11-24,127,True,4,Smart TV
I010884,U00005,M01960,2023-07-10,68,False,5,Smart TV
I010885,U02130,M00462,2026-06-27,157,True,2,Firestick
I010886,U00836,M05565,2023-04-25,97,True,3,Mobile
I010887,U01823,M01650,2026-02-19,145,True,3,Mobile
I010888,U02437,M04517,2026-06-18,113,True,2,Smart TV
I010889,U00547,M07805,2026-03-21,122,True,5,Mobile
I010890,U02502,M06031,2024-10-15,62,True,3,Tablet
I010891,U02026,M07886,2026-07-12,145,True,3,Mobile
I010892,U00418,M05282,2025-07-11,137,True,4,Smart TV
I010893,U01070,M01215,2024-06-09,99,False,4,Laptop
I010894,U00436,M01277,2025-10-20,32,False,5,Mobile
I010895,U01868,M00184,2026-06-17,142,True,4,Mobile
I010896,U01734,M07714,2024-06-21,1,False,2,Smart TV
I010897,U02219,M03018,2026-02-22,123,True,3,Laptop
I010898,U02373,M00525,2024-03-02,94,True,3,Smart TV
I010899,U02389,M02330,2024-01-11,67,True,2,Mobile
I010900,U01700,M01189,2024-08-20,131,True,3,Mobile
I010901,U00663,M04703,2025-09-02,59,False,2,Smart TV
I010902,U01233,M03076,2026-05-22,123,True,4,Tablet
I010903,U02741,M08069,2025-04-22,137,True,4,Firestick
I010904,U00268,M04599,2024-04-25,121,True,4,Mobile
I010905,U01551,M02314,2026-06-29,68,False,1,Tablet
I010906,U00692,M03749,2026-01-20,147,True,4,Smart TV
I010907,U01774,M02011,2025-08-29,123,True,2,Mobile
I010908,U00346,M05643,2025-10-11,126,True,3,Mobile
I010909,U01499,M05382,2025-06-28,33,False,5,Smart TV
I010910,U02418,M04469,2026-01-17,138,True,4,Smart TV
I010911,U00843,M04586,2024-08-08,55,True,4,Smart TV
I010912,U00694,M00579,2026-06-14,78,True,3,Mobile
I010913,U02345,M02301,2026-05-12,54,False,1,Smart TV
I010914,U01783,M04348,2026-03-20,135,True,4,Smart TV
I010915,U01647,M01144,2025-06-04,34,False,3,Smart TV
I010916,U01959,M04653,2023-12-19,94,True,3,Firestick
I010917,U02417,M00611,2024-11-21,25,False,2,Mobile
I010918,U02298,M05339,2023-08-12,113,True,3,Tablet
I010919,U01115,M00081,2024-12-10,130,True,3,Smart TV
I010920,U02696,M06528,2024-06-06,142,False,5,Laptop
I010921,U01111,M01415,2023-04-20,130,True,5,Mobile
I010922,U00204,M02463,2024-06-08,12,False,4,Smart TV
I010923,U02199,M07231,2025-07-29,137,True,4,Mobile
I010924,U01005,M07527,2025-03-04,160,True,4,Smart TV
I010925,U01605,M01863,2025-09-25,25,False,4,Firestick
I010926,U02326,M02107,2026-02-21,88,True,3,Smart TV
I010927,U02873,M00634,2025-08-03,109,True,2,Mobile
I010928,U02057,M01018,2025-01-15,117,True,4,Smart TV
I010929,U02930,M02404,2026-05-08,150,True,2,Tablet
I010930,U02797,M04978,2026-03-31,8,False,2,Smart TV
I010931,U00017,M02019,2026-04-07,65,False,4,Mobile
I010932,U00074,M06320,2023-12-28,165,True,2,Mobile
I010933,U01087,M08018,2026-02-25,118,True,3,Laptop
I010934,U01624,M00023,2026-06-26,69,False,4,Mobile
I010935,U01525,M01200,2026-06-19,136,True,3,Mobile
I010936,U01017,M02993,2026-06-01,133,True,4,Mobile
I010937,U02079,M02205,2025-07-24,78,False,4,Laptop
I010938,U01950,M01597,2025-06-23,21,False,4,Firestick
I010939,U00296,M05109,2023-02-05,145,True,4,Smart TV
I010940,U00976,M07606,2026-06-10,22,True,3,Mobile
I010941,U01933,M08040,2026-06-08,174,True,4,Tablet
I010942,U01478,M04999,2026-05-04,134,True,3,Firestick
I010943,U02712,M02395,2024-11-14,135,True,3,Firestick
I010944,U00987,M01077,2023-08-06,16,False,3,Smart TV
I010945,U02009,M07510,2026-06-19,14,False,3,Smart TV
I010946,U00916,M01906,2026-07-03,60,True,4,Smart TV
I010947,U02978,M01581,2026-06-17,132,True,4,Firestick
I010948,U02706,M00682,2026-04-24,93,False,2,Mobile
I010949,U01545,M01255,2026-07-07,110,True,4,Mobile
I010950,U00597,M05327,2024-01-16,148,True,3,Mobile
I010951,U01736,M06642,2026-01-16,112,True,2,Tablet
I010952,U02629,M04796,2025-03-15,25,False,4,Mobile
I010953,U02812,M06538,2022-10-18,83,True,3,Mobile
I010954,U01825,M01499,2026-05-29,127,True,3,Tablet
I010955,U01450,M03561,2025-12-06,57,False,3,Mobile
I010956,U01870,M07148,2025-04-28,39,False,2,Tablet
I010957,U00343,M03957,2024-12-12,141,True,4,Mobile
I010958,U02353,M05439,2026-07-10,40,False,2,Firestick
I010959,U02702,M01566,2023-03-10,29,False,2,Smart TV
I010960,U00928,M06821,2026-03-21,126,True,4,Mobile
I010961,U02851,M02071,2026-05-28,157,True,3,Smart TV
I010962,U02412,M02775,2025-01-04,136,True,2,Mobile
I010963,U00109,M06765,2026-05-07,157,True,4,Smart TV
I010964,U01670,M04579,2024-05-22,125,True,3,Mobile
I010965,U01432,M07595,2024-09-07,27,False,4,Mobile
I010966,U01254,M05090,2025-11-20,55,False,3,Mobile
I010967,U00602,M01795,2024-03-02,55,True,4,Mobile
I010968,U01040,M01790,2026-03-23,22,True,4,Mobile
I010969,U02825,M07211,2024-05-03,95,False,4,Smart TV
I010970,U01394,M05773,2026-05-06,95,True,3,Firestick
I010971,U00439,M03436,2025-01-01,27,False,2,Mobile
I010972,U01721,M07819,2025-12-28,119,True,3,Laptop
I010973,U01550,M03662,2025-06-23,8,False,2,Smart TV
I010974,U01962,M07133,2025-04-29,149,True,4,Laptop
I010975,U00914,M06714,2024-01-23,25,False,3,Mobile
I010976,U00684,M00120,2025-12-31,3,False,4,Mobile
I010977,U00844,M04689,2025-12-29,133,True,3,Laptop
I010978,U00226,M02305,2026-03-10,14,True,5,Mobile
I010979,U00320,M06431,2026-05-03,151,True,2,Tablet
I010980,U00569,M06401,2025-09-09,135,True,4,Mobile
I010981,U00132,M06279,2025-02-21,156,True,2,Tablet
I010982,U00717,M06556,2026-06-08,127,True,4,Laptop
I010983,U00162,M03136,2024-09-15,149,True,4,Mobile
I010984,U02279,M06690,2026-02-22,132,True,4,Smart TV
I010985,U00004,M02693,2024-09-24,110,True,5,Smart TV
I010986,U01693,M00575,2023-03-25,99,True,2,Smart TV
I010987,U00936,M07720,2024-09-07,75,False,4,Smart TV
I010988,U01759,M00762,2026-06-12,142,True,5,Smart TV
I010989,U01360,M08074,2026-05-02,132,True,3,Firestick
I010990,U00528,M04234,2026-04-18,136,True,3,Smart TV
I010991,U00851,M01464,2026-03-01,155,True,3,Tablet
I010992,U01003,M04205,2024-12-23,52,True,2,Mobile
I010993,U02946,M02610,2025-11-24,83,False,2,Mobile
I010994,U02815,M02653,2025-12-24,60,True,1,Firestick
I010995,U00994,M03281,2025-07-23,87,False,3,Tablet
I010996,U00808,M02282,2026-06-11,116,True,4,Firestick
I010997,U02495,M00826,2025-06-04,29,False,2,Mobile
I010998,U02796,M02715,2025-07-05,44,False,2,Firestick
I010999,U01579,M06852,2025-02-20,127,False,3,Firestick
I011000,U01365,M05186,2024-04-23,139,True,3,Smart TV
I011001,U01536,M01849,2026-05-06,124,True,4,Smart TV
I011002,U01772,M00842,2026-02-08,150,True,3,Mobile
I011003,U01866,M01667,2025-04-03,86,True,1,Mobile
I011004,U00053,M03410,2026-01-13,172,True,4,Tablet
I011005,U01254,M06775,2023-09-24,127,False,4,Mobile
I011006,U02844,M04204,2026-07-12,115,True,4,Mobile
I011007,U00088,M07416,2025-11-09,123,True,2,Smart TV
I011008,U02644,M05747,2025-03-25,94,True,2,Laptop
I011009,U02553,M04373,2024-02-03,147,True,3,Tablet
I011010,U01116,M08033,2026-06-27,94,True,4,Laptop
I011011,U00511,M07514,2023-11-06,100,True,2,Laptop
I011012,U02546,M04946,2025-06-13,149,True,4,Firestick
I011013,U02289,M05814,2024-06-27,105,False,3,Mobile
I011014,U00518,M04359,2024-06-08,12,False,3,Mobile
I011015,U01483,M06766,2025-02-26,106,True,3,Smart TV
I011016,U00193,M02257,2024-06-02,201,True,3,Tablet
I011017,U01239,M05655,2026-02-16,121,True,3,Firestick
I011018,U02622,M00302,2024-12-06,157,True,2,Laptop
I011019,U01876,M00030,2025-06-06,85,True,4,Firestick
I011020,U02748,M01054,2026-07-03,145,True,4,Mobile
I011021,U02472,M08008,2025-09-26,128,True,3,Mobile
I011022,U02979,M03096,2025-12-14,80,False,5,Mobile
I011023,U00880,M03315,2025-12-29,75,True,3,Mobile
I011024,U01973,M02310,2026-03-04,141,True,4,Laptop
I011025,U00054,M03322,2026-05-28,20,False,4,Tablet
I011026,U01878,M04833,2024-06-05,23,True,3,Smart TV
I011027,U01120,M04942,2026-01-02,44,False,4,Smart TV
I011028,U00341,M07814,2024-10-11,130,False,3,Firestick
I011029,U02381,M06204,2025-03-10,119,True,4,Smart TV
I011030,U00302,M06026,2023-06-12,55,False,3,Laptop
I011031,U02915,M07182,2026-03-10,89,True,3,Smart TV
I011032,U01906,M07548,2025-10-22,144,True,3,Mobile
I011033,U01071,M04368,2026-03-01,88,True,4,Mobile
I011034,U00134,M02966,2024-02-18,70,False,3,Smart TV
I011035,U00025,M02840,2024-03-31,75,False,1,Mobile
I011036,U02755,M02223,2025-01-05,85,False,2,Tablet
I011037,U01380,M01075,2026-05-30,47,True,2,Firestick
I011038,U00581,M00925,2026-06-07,116,True,4,Mobile
I011039,U00538,M02687,2025-11-25,131,True,4,Mobile
I011040,U02605,M06716,2026-04-23,149,True,3,Tablet
I011041,U01488,M05574,2026-06-24,91,False,2,Smart TV
I011042,U00052,M02192,2026-03-28,88,True,2,Smart TV
I011043,U00620,M01424,2025-12-07,96,True,3,Mobile
I011044,U00707,M05073,2026-06-04,144,True,4,Firestick
I011045,U02198,M06959,2025-02-12,85,False,4,Laptop
I011046,U02323,M01499,2026-04-20,127,True,3,Smart TV
I011047,U01597,M04429,2025-05-24,169,True,2,Firestick
I011048,U01608,M07996,2025-05-18,41,False,3,Laptop
I011049,U01416,M06064,2026-06-28,95,True,2,Tablet
I011050,U01738,M08048,2026-06-23,61,False,2,Mobile
I011051,U01149,M06724,2025-09-16,48,False,4,Smart TV
I011052,U02260,M08113,2026-06-28,107,True,3,Smart TV
I011053,U01753,M04129,2024-05-12,99,True,3,Laptop
I011054,U02616,M00022,2025-03-08,133,True,4,Firestick
I011055,U01938,M03037,2026-07-07,125,True,3,Mobile
I011056,U02518,M06408,2025-11-23,132,True,3,Laptop
I011057,U00751,M04026,2026-01-10,49,False,2,Mobile
I011058,U01208,M04515,2025-03-16,104,False,2,Mobile
I011059,U00447,M05526,2026-04-20,134,True,4,Mobile
I011060,U00653,M02490,2026-04-30,65,False,4,Mobile
I011061,U00529,M06671,2025-02-12,42,True,2,Laptop
I011062,U01179,M03999,2025-06-06,90,True,3,Tablet
I011063,U00649,M04698,2026-05-25,47,True,2,Firestick
I011064,U01947,M07802,2026-02-11,142,True,3,Smart TV
I011065,U00791,M05048,2026-01-17,12,False,4,Laptop
I011066,U00201,M02515,2026-06-22,88,True,3,Mobile
I011067,U01990,M00265,2026-01-11,79,False,4,Mobile
I011068,U00365,M00378,2023-01-15,23,False,3,Smart TV
I011069,U01266,M05437,2023-07-13,142,True,4,Mobile
I011070,U00041,M00298,2024-04-27,138,True,4,Mobile
I011071,U00503,M00427,2025-10-01,102,True,3,Mobile
I011072,U02190,M02509,2024-03-19,10,False,3,Mobile
I011073,U02992,M05916,2024-06-01,7,False,5,Smart TV
I011074,U02801,M05051,2025-01-01,128,False,2,Laptop
I011075,U01322,M03034,2026-02-13,138,True,2,Firestick
I011076,U01308,M07691,2024-10-25,108,True,4,Smart TV
I011077,U00807,M02551,2026-03-04,87,True,1,Laptop
I011078,U01243,M01641,2023-07-11,91,True,4,Smart TV
I011079,U02166,M00755,2025-12-23,8,False,4,Smart TV
I011080,U01111,M04677,2025-05-28,49,True,3,Smart TV
I011081,U00841,M05727,2025-02-01,137,True,2,Mobile
I011082,U02738,M06262,2026-06-28,125,True,3,Mobile
I011083,U01327,M05867,2025-10-22,138,False,4,Firestick
I011084,U02674,M00404,2026-02-11,16,False,5,Mobile
I011085,U01692,M06177,2025-05-10,30,False,2,Mobile
I011086,U01010,M06220,2026-07-10,137,True,3,Smart TV
I011087,U00991,M06938,2025-06-02,99,True,2,Smart TV
I011088,U02484,M03680,2023-09-16,70,True,4,Mobile
I011089,U01379,M06563,2022-10-30,143,True,4,Mobile
I011090,U02373,M01795,2025-07-24,15,False,3,Laptop
I011091,U00277,M04830,2025-01-04,182,True,5,Mobile
I011092,U00179,M05264,2026-05-18,125,True,3,Laptop
I011093,U00624,M01540,2026-05-24,104,True,4,Mobile
I011094,U01365,M02911,2023-05-23,14,False,5,Firestick
I011095,U02946,M05529,2025-10-09,10,False,3,Smart TV
I011096,U02509,M05481,2026-03-06,122,True,1,Smart TV
I011097,U01089,M06207,2025-09-27,120,True,4,Laptop
I011098,U00321,M04945,2025-06-13,136,True,3,Mobile
I011099,U00810,M02777,2025-04-24,110,True,4,Laptop
I011100,U00707,M02589,2026-07-15,30,False,3,Laptop
I011101,U01583,M03704,2026-03-15,100,False,3,Mobile
I011102,U01237,M02997,2025-09-09,108,True,3,Mobile
I011103,U01345,M02283,2024-07-01,108,True,2,Smart TV
I011104,U00465,M07791,2023-06-12,116,True,4,Mobile
I011105,U01911,M06535,2025-11-21,184,True,3,Smart TV
I011106,U02407,M00806,2025-01-28,125,True,3,Laptop
I011107,U02501,M01207,2025-06-17,134,True,3,Mobile
I011108,U02223,M06982,2025-03-16,164,True,4,Mobile
I011109,U00255,M02137,2026-06-27,77,False,3,Mobile
I011110,U00606,M07042,2026-02-19,134,True,4,Laptop
I011111,U00275,M00428,2026-02-28,38,False,5,Smart TV
I011112,U01349,M00265,2023-09-11,82,False,5,Mobile
I011113,U00464,M05049,2025-12-11,81,False,4,Firestick
I011114,U02843,M06140,2025-05-02,103,True,2,Mobile
I011115,U02281,M00444,2025-04-21,149,True,2,Mobile
I011116,U00285,M04857,2024-09-03,135,True,1,Mobile
I011117,U02384,M01280,2024-11-24,13,False,3,Laptop
I011118,U00555,M07181,2026-05-14,107,True,4,Mobile
I011119,U00448,M02908,2026-03-28,42,False,3,Firestick
I011120,U02154,M07250,2026-01-23,37,False,3,Mobile
I011121,U01994,M07386,2024-10-27,136,True,2,Smart TV
I011122,U02161,M02496,2026-02-15,49,False,3,Smart TV
I011123,U01092,M03113,2026-02-26,90,True,3,Mobile
I011124,U02254,M00424,2026-01-19,80,False,3,Smart TV
I011125,U01844,M03551,2024-03-08,139,True,3,Mobile
I011126,U00417,M01561,2022-12-21,103,True,4,Firestick
I011127,U02499,M03282,2025-11-30,77,True,2,Firestick
I011128,U02062,M06627,2024-04-17,126,False,3,Smart TV
I011129,U02955,M02779,2024-12-27,121,True,4,Tablet
I011130,U02853,M02382,2025-08-22,43,False,3,Mobile
I011131,U00113,M00579,2025-07-26,15,False,3,Mobile
I011132,U00525,M04969,2026-05-14,84,False,5,Mobile
I011133,U00549,M05418,2026-04-18,136,True,4,Firestick
I011134,U01275,M06368,2026-05-12,14,False,3,Mobile
I011135,U01274,M06610,2025-08-06,80,False,4,Tablet
I011136,U00035,M05275,2026-05-01,100,False,4,Laptop
I011137,U02714,M06286,2026-01-26,15,False,3,Tablet
I011138,U00713,M05513,2026-04-08,145,True,3,Tablet
I011139,U02387,M07231,2025-01-15,137,True,3,Laptop
I011140,U00684,M02343,2026-06-03,145,True,4,Tablet
I011141,U00314,M03509,2026-06-01,81,False,3,Smart TV
I011142,U02195,M07233,2026-05-05,39,False,3,Mobile
I011143,U01795,M07487,2023-03-16,135,True,1,Firestick
I011144,U02161,M07217,2026-03-01,143,True,3,Smart TV
I011145,U00019,M05777,2025-12-22,133,True,2,Mobile
I011146,U00416,M04737,2026-06-24,147,True,4,Laptop
I011147,U02610,M01688,2023-12-15,81,False,3,Mobile
I011148,U02338,M03226,2026-04-05,147,True,3,Mobile
I011149,U00708,M05324,2023-10-27,16,False,3,Smart TV
I011150,U00142,M02527,2026-04-13,95,True,4,Firestick
I011151,U02125,M05552,2026-07-11,110,True,2,Mobile
I011152,U02645,M06243,2024-12-11,118,True,4,Smart TV
I011153,U00304,M00265,2025-08-31,134,True,4,Firestick
I011154,U01435,M06650,2026-07-08,64,False,3,Tablet
