movie_id,title,language,genre,release_year,decade,running_time_minutes,imdb_rating,rating_category,maturity_rating,plot,plot_word_count,is_rating_imputed,is_year_imputed
M02231,Koodi Vazhnthal Kodi Nanmai,Tamil,Drama,2000,2000s,153,6.3,Good,All,"Thangaraj (Nasser) is an innocent man from a middle-class family and his family consists of his wife Meenakshi (Kushboo), and daughter Padma (Kavitha). Boxer Krishnan (Vadivelu), an irresponsible person with dreams of making big in politics is Thangaraj's younger brother and is married to Kanagavalli (Kovai Sarala).",47,False,False
M02232,10:30 am Local Call,Malayalam,Drama,2013,2010s,127,5.8,Average,All,"Alby leads a happy life with his wife Ann. However, problems start brewing in his life when his ex-girlfriend Nimmy, who is abandoned by her husband Vishnu, re-enters in his life.",31,False,False
M02233,Warpeace,English,Action,2020,2020s,58,6.4,Good,13+,"After their peaceful protests against the Vietnam war failed, the Weathermen, a student group in the US turned militant. Despite losing three members in an accidental explosion, the group carried out several bombings. Their activities came with a heavy price as they had to go underground for a decade. Did their sacrifices bring change? And even if they did, were their methods justified?",63,True,False
M02234,Rajapart Rangadurai,Tamil,Drama,1973,1970s,150,7.6,Excellent,All,Rangadurai (Sivaji Ganesan) borrows money from (Somasundaram) M.N.Nambiar to sustain his theatre group during a financial crunch. Enmity arises between the two when Rangadurai marries Somasundaram's daughter against his wishes.,30,False,False
M02235,Shubhayathra,Malayalam,Drama,1990,1990s,120,6.7,Good,NR,"Shubhayathra is a 1990 Indian Malayalam film, directed by Kamal and Produced by Raju Mathew. The film stars Jayaram, Parvathy, Innocent, K. P. A. C. Lalitha, Mamukkoya and Jagadeesh in lead roles. The music of the film was composed by Johnson.",41,False,False
M02236,Ajab Gayer Ajab Katha,Bengali,Drama,2018,2010s,128,6.8,Good,13+,"Raja Birchandra is least bothered about his kingdom. However, many of his villagers take full advantage of this.",18,True,False
M02237,Putra Badhu,Bengali,Romance,2017,2010s,131,6.8,Good,NR,The Mukherjee family is well known in the village for their status and education. The widow mother is proud of her elder son Dilip and daughter Maya. Maya likes Nanda and their marriage is fixed. Maya notices that Nanda’s attention its diverted towards a young and charming lady called Shukla. She meets her in person and requests her to save her relationship. Shukla is a nice lady at heart. S ...,71,True,True
M02238,Thanks for Sharing,English,Comedy,2013,2010s,112,6.4,Good,18+,A romantic comedy that brings together three disparate characters who are learning to face a challenging and often confusing world as they struggle together against a common demon: sex addiction.,30,False,False
M02239,Kathanam,Malayalam,Drama,2019,2010s,110,3.8,Low,13+,"Anu (Anasuya Bharadwaj), an aspiring director is given a chance to write a script for a movie. As she pens her script, the characters referenced in it start to die in real life, as per her narrative (Kathanam). Anu approaches ACP Randhir (Randhir Gatla) to stop further deaths. The dark truths revealed in the investigation make up the rest of the story of Kadhanam.",64,False,False
M02240,Girlfriend,Marathi,Drama,2019,2010s,137,6.5,Good,13+,"Girlfriend is a film about today's youth. Their dreams, aspirations an the pressures they feel due to the fast pace of life and a heady mixture of real and virtual created by the phenomenon of social media. It's a humorous, sensitive story of how a talented but simple young man blunders his way through challenges thrown up by professional life and high expectations of his peers and close ones.",69,False,False
M02241,Dhamaka,Malayalam,Drama,2020,2020s,120,5.5,Average,13+,Crooked intellect father makes a plan for his son's marriage to a divorced millionaire. Problem begins when son finds out he has erectile dysfunction at his first night.,28,False,False
M02242,Golmaal Fun Unlimited,Hindi,Romance,2006,2000s,142,7.4,Good,13+,"Four good-for-nothing con-men force themselves into a blind couple's home, pretending that one of them is the couple's grandson from America. Comedy ensues when all of them fall in love with the same woman and the blind couple unveils their own sensational secret.",43,False,False
M02243,Raja Yuvaraja,Kannada,Drama,1989,1980s,134,7.1,Good,NR,"Raja Yuvaraja is a 1989 Indian Kannada film, directed by Raj Kishore and produced by Shiva Subramanyam. The film stars Ambarish, Tiger Prabhakar, Sumalatha, Rajesh, Sudheer, Thara and Umashree in lead roles. Music of the film was composed by Vijaya Anand.",41,True,False
M02244,Shami Kebab,Bengali,Drama,2020,2020s,4,6.8,Good,13+,Shami Kebab,2,True,False
M02245,Bloodshot,Tamil,Comedy,2020,2020s,109,5.7,Average,13+,"Based on the bestselling comic book, Vin Diesel stars as the unstoppable superhero Bloodshot.",14,False,False
M02246,Jab We Met,Hindi,Romance,2007,2000s,138,7.9,Excellent,All,"The adversities of Aditya's business and love life bring him on the verge of committing suicide. One day, wandering aimlessly, he boards a train and bumps into Geet, a lively and talkative Punjabi Sikh girl, and just like that, without any inkling, Aditya's life changes forever.",46,False,False
M02247,Armed Response,English,Horror,2017,2010s,89,3.8,Low,18+,"A special forces team investigates the disappearance of the previous crew in a high-tech military compound. Later, they find themselves trapped inside and start experiencing supernatural events.",27,False,False
M02248,Rush Hour 3,Hindi,Comedy,2007,2000s,90,6.2,Good,16+,"Rush Hour films have become pop culture classics. From dazzling Parisian nightclubs to the city's high-fashion runways, Rush Hour 3 promises more action, comedy and hilarious adventure.",27,False,False
M02249,Aam Sutra,Bengali,Drama,2017,2010s,96,6.8,Good,13+,"A group of friends have actors, musicians, director and technicians amongst themselves. They've a script ready but they find it difficult to get a producer. Everyone blames Abhi, the director of the project when their group starts falling apart. Later he comes up with a brilliant idea of presenting the recordings of their everyday life as a film. And finally their film is released.",64,True,False
M02250,"Liar, Liar",Hindi,Comedy,1997,1990s,86,6.9,Good,16+,"Comic genius Jim Carrey stars as a fast-talking attorney and habitual liar who, forced by his son's birthday wish, must tell the truth for the next 24 hours.",28,False,False
M02251,She's Funny That Way,English,Romance,2015,2010s,93,6.1,Good,18+,"On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",25,False,False
M02252,Gharshane,Kannada,Drama,1984,1980s,134,7.1,Good,NR,"Gharshane is a 1984 Indian Kannada film, directed by Dayal Padmanabhan and produced by Shankar Gowda, Shankar Reddy and B. K. Mohan Kumar. The film stars Malashri, Ayyappa Sharma and Ashish Vidyarthi in lead roles. Music of the film was composed by Manikanth Kadri.",44,True,False
M02253,Dharam Veer,Hindi,Action,1977,1970s,156,6.7,Good,All,"Upon learning of a prophecy which states that he will be killed by his eldest nephew, Satpal, separates his sister's twin sons by tossing the elder from the castle walls. He survives and unites with his brother to take down their evil uncle.",43,False,False
M02254,Mazhayathu,Malayalam,Drama,2018,2010s,122,6.8,Good,All,A bizarre incident shakes the family of 3 and the father finds himself becomes the victim of people's anger.,19,False,False
M02255,Cast Away,English,Drama,2000,2000s,143,7.8,Excellent,18+,"Tom Hanks ""gives one of the towering screen performances of all time"" (New York Post) as Chuck Noland, a Fed Ex® systems engineer whose existence abruptly ends when a harrowing plane crash leaves him isolated on a remote island.",39,False,False
M02256,Ninaithadhai Mudippavan,Tamil,Drama,1974,1970s,159,7.2,Good,All,"MGR is an innocent band musician who lives with his physically challenged sister Sharada in a village. He needs more money for his sister's marriage and he sets off to Madras to earn. He meets another MGR in Madras who steals diamond. He convinces band musician MGR to act like him in Office, so that he can steal diamond without any issues.",62,False,False
M02257,Hey Ram,Tamil,Action,2000,2000s,201,7.9,Excellent,18+,This fictional movie tells the story of Saketh Ram (Kamal Hassan). His wife Aparna (Rani Mukherji) is molested and killed during riots in Calcutta. He is convinced that Mahatma Gandhi (Naseeruddin Shah) is responsible for all the problems happening in the country and sets out to kill him. The rest of the movie shows whether he succeeded in his mission or not.,62,False,False
M02258,Alo Amar Alo,Bengali,Romance,2019,2010s,133,6.5,Good,13+,A Bengali film about an industrialist falling in love a girl whom he exploits. What happens when she loses her memory?,21,False,False
M02259,Shatru Dhangso,Bengali,Drama,2017,2010s,142,6.8,Good,13+,A Bengali film about a forest ranger who speaks up against the smuggling. But will the corrupt system stop him?,20,True,False
M02260,Aggradani,Bengali,Drama,1983,1980s,116,7.9,Excellent,All,The movie based on Tarashankar Bandhopadhyay’s story by the same name depicts the pitiful social structure and the vast demarcation between the rich and the poor in those days.,29,False,False
M02261,Zaroorat,Hindi,Romance,1972,1970s,103,6.2,Good,NR,"Anju (Reena Roy) is a poor village girl, who comes to Mumbai looking for a job. There she meets Rakesh (Vijay Arora) and falls in love. Badal (Asit Sen) has his eye on Anju. He gives her a job in his company. In return he wants sexual favors from her. One day he takes her to his farmhouse and attempts to rape her. Anju escapes from his clutch and tells it to Rakesh, who beats him up. Asit re ...",80,True,False
M02262,Mayurpankhi,Bengali,Drama,2019,2010s,18,6.8,Good,13+,"Nandalal Bose tries to impose every decision on his daughter, that might turn things totally unexpected by him. Watch the full movie on Hoichoi.",24,True,False
M02263,Beiimaan Love,Hindi,Romance,2016,2010s,115,2.8,Low,18+,"Sunaina falls in love with Raj, a rich businessman, who betrays her. She decides to avenge her plight by becoming an entrepreneur and devouring his business.",26,False,False
M02264,Mukham,Malayalam,Drama,1990,1990s,117,7.0,Good,NR,"Mukham is a 1990 Indian Malayalam film, directed by Mohan. The film stars Mohanlal, Nassar and Ranjini in lead roles. The film had musical score by Johnson.",27,False,False
M02265,In Harihar Nagar,Malayalam,Thriller,1990,1990s,127,8.6,Excellent,NR,"Mahadevan (Mukesh), Govindan Kutty (Siddique), Appukuttan (Jagadish) and Thomas Kutty (Ashokan) are four young men who live in the housing colony named 'Harihar Nagar.' The movie starts with an incident that takes place in Bombay, where a murder takes place for the possession of a briefcase. In the next scene the four young men make appearance with their tricks to impress young girls. A girl ...",66,False,False
M02266,Ghatkali,Bengali,Drama,1979,1970s,117,6.6,Good,NR,"Pravanjan Haldar was a professional matchmaker. He and his uncle Bhombal did this business together. One day Niladri’s grandfather called Bhombal and asked him to find a perfect match for his grandson. Prabhanjan and Bhombal started to find the suitable girl. Unfortunately, a single misunderstanding totally changes the scenario. Subhra a modern, young girl who had the ability to become the p ...",63,False,False
M02267,Ek Phool Char Kante,Hindi,Romance,2009,2000s,136,6.8,Good,NR,"The film is a light-hearted comic love story, wherein Sunil Dutt falls in love with a 'phool' (flower) Waheeda Rehman but has to impress her four uncles, the 'kante' (thorns) of the title. Each uncle has a different idiosyncrasy and Sunil Dutt pretends to be an expert in that field in order to impress that particular uncle. The four uncles select their protégé for their niece, not knowing th ...",70,False,True
M02268,Chasing Happiness,English,Drama,2019,2010s,96,7.8,Excellent,16+,"Chasing Happiness is a story of brotherhood. From humble roots as pastor’s sons in New Jersey, through their meteoric rise to fame, the Jonas Brothers’ bond was unshakeable-until a surprising and painful breakup led Joe, Kevin and Nick down very different paths. With deeply personal interviews, previously unreleased footage and exclusive music, this is the Jonas Brothers as never seen before.",61,False,False
M02269,Maalai Nerathu Mayakkam (Malayalam),Malayalam,Drama,2015,2010s,121,6.4,Good,18+,An independent woman and an old fashioned young man discover themselves through marriage.,13,False,False
M02270,Beyond the Reach,English,Drama,2015,2010s,87,5.6,Average,16+,"In the Mojave Desert, a naked and unarmed hunting guide (Jeremy Irvine) runs from a wealthy hunter (Michael Douglas) who wants to ensure his silence in the death of an old man.",32,False,False
M02271,Viralukketha Veekkam,Tamil,Drama,1999,1990s,156,7.1,Good,NR,"Viralukketha Veekkam is a 1999 Indian Tamil film, directed by V. Sekhar and produced by S. S. Durairaju, K. Parthiban. The film stars Livingston, Vadivelu, Vivek and Khushboo in lead roles. The film had musical score by Deva.",38,False,False
M02272,Gaurisankaram,Malayalam,Drama,2003,2000s,101,4.5,Average,All,"The movie narrates the story of long-lost childhood sweethearts, Gauri (Kavya Madhavan) and Sankaran (Munna) and their journey from a spiteful separation to coming back to each other ceaselessly.",29,False,False
M02273,A Craft In A Bag,English,Action,2020,2020s,24,6.4,Good,13+,"Following the World War 2, several Italian families left their homelands and settled in South American countries like Brazil and Argentina. Coming from a war-torn country, all they had with them was their skills, mostly of repairing shoes, making ice creams and running mills. After decades, these Italian migrants speak about how they made it in a foreign land through sheer grit and use of skills.",66,True,False
M02274,Akaash vani,Hindi,Romance,2013,2010s,140,6.3,Good,13+,"Akaash (Kartik Tiwari) and Vani (Nushrat Bharucha) leaving their house to go to college. Vani catches her train on the other hand Akaash travels by a truck as he misses his train. As they reach their the next day Vaani says ""I love you"" to Akaash. He replies to this in a filmy way and both of them become friends. Akaash and Vani fall in love with each other and continue a 4 year relationship.",75,False,False
M02275,Barnali,Bengali,Drama,2017,2010s,94,7.5,Excellent,NR,"Asesh was a medical professional belongs to a very wealthy cultured family. He arranged his friend’s marriage with his cousin sister. Accidentally he met with Barnali and her family members. Barnali was a very simple, educated middle class urban woman. She was strong character who believed in strong moral values. Her father was a reputed teacher and a very polite gentleman. Asesh liked them ...",65,False,True
M02276,Mangamma Gari Manavadu,Telugu,Drama,1984,1980s,127,6.4,Good,NR,"Mangamma Gari Manavadu is a 1984 Indian Telegu Flim ,directed by Kodi Ramakrishna & produced by S.Gopal Reddy.The flim star Nandamuri Balakrishna,Bhanumathi Ramakrishna & Suhasini in lead roles.The music of the film was composed by K. V. Mahadevan.",38,False,False
M02277,Happy Ending,Hindi,Drama,2014,2010s,134,5.4,Average,NR,"Yudi is suffering from writer's block and his publishers decide to stop supporting him and instead publish the work of an Indian bestselling author named Aanchal. So, he must do something soon to maintain his fame. Meanwhile, Aanchal and Yudi start falling for each other. Will all this really lead to a happy ending?",54,False,False
M02278,The Sunday Sessions,English,Drama,2020,2020s,89,6.6,Good,13+,"Unable to come to terms with his homosexuality, Nathan Gniewek, a Catholic, turns to conversion therapy - a practice denounced by noted US health organizations. After two years of therapy, he finds himself lonely and miserable and begins to question the method. Will he accept himself the way he is or chase the image of the perfect man?",58,False,False
M02279,Amar Prem,Hindi,Romance,1972,1970s,134,4.0,Average,NR,Amar Prem is the story of three innocent souls--who by circumstances come near each other and are bound by the thread of eternal love. Pushpa - Sharmila Tagore a simple housewife from a village is thrown out of her house by her husband because she could not have a child. Dejected she comes to her own village and meets a croom Nepal babu - who takes her to Calcutta to give her a job. There sh ...,77,False,False
M02280,Byomkesh Parbo,Bengali,Horror,2016,2010s,115,6.7,Good,13+,Byomkesh Bakshi travails the dark jungles of Dooars solving an enigma of a ghostrider amidst a series of murders in north Bengal,22,False,False
M02281,Marina Puratchi,Tamil,Drama,2019,2010s,76,6.4,Good,All,The film begins with Sukanya and Parthasarathy attending an interview for the post of a reporter in a private channel. The two aspiring reporters learn about the history and significance of jallikattu protests to secure a job in a private channel. The rest of the film is their presentation about jallikattu to the interview board.,55,False,False
M02282,Detective Dee: Mystery of the Phantom Flame,English,Thriller,2011,2010s,116,6.6,Good,13+,"A bizarre murder mystery brings together the most powerful woman in China, the soon-to-be-Empress Wu and a formerly exiled Detective Dee at the infamous Imperial Palace. Hoping that he will solve the crime before her coronation Wu appoints Dee Chief of the Empire and implores him to combine his indisputable wisdom with his unparalleled martial arts skills to save the future of her dynasty.",64,False,False
M02283,Horrible Bosses 2,English,Drama,2014,2010s,108,6.3,Good,18+,"Nick, Dale and Kurt decide to become their own bosses by launching a business. After a slick investor deceives them, they hatch a misguided plan to get their company back.",30,False,False
M02284,Paruvam - Tamil,Tamil,Drama,1990,1990s,54,6.4,Good,NR,"Paruvam is a 1990 Indian Tamil film, directed by SA. J. Jan and Produced by Nihal Films. The film stars Kiran Rathod and Karunas in lead roles.",27,True,False
M02285,NGK,Tamil,Drama,2019,2010s,147,5.9,Average,All,"Suriya plays the title role Nandha Gopalan Kumaran, who has completed M.Tech, Ph.D doing organic farming for his living and do social work without any returns, leaving the corporate job, living a happy life with his parents and wife Sai Pallavi. At one point of time, opposition party's Bala Singh induces the idea of joining him in politics and circumstances led him to join the party too.",67,False,False
M02286,Furry Vengeance,English,Drama,2010,2010s,91,3.8,Low,7+,The fur will fly when woodland creatures unite to stop the development schemes of a real estate executive (Brendan Fraser). Brooke Shields costars.,23,False,False
M02287,Genius,Telugu,Action,2012,2010s,142,8.4,Excellent,18+,"Genius movie is the story about a top politician Nanaji (Pradeep Rawat), a superstar Pedda Babu (Ashish Vidyarthi) and a famous Indian cricket captain Nizamuddin (Adarsh) who are killed one by one mysteriously. The reasons behind these gruesome murders form the crux of the story.",45,False,False
M02288,Ulavuthurai,Tamil,Thriller,1998,1990s,162,7.0,Good,18+,"Ulavuthurai is a 1998 Tamil action film directed by Ramesh Selvan. The film features Vijayakanth, Meena and Sanghavi in lead roles, Several people die mysteriously in the sea, so the navy looks for its best officer Vasanth Periyasamy (Vijayakanth) to investigate the case. Vasanth Periyasamy changes his identity into Krishnamoorthy. He is now a car driver and lives in disguise for his family's sake",64,False,False
M02289,Brick Mansions,English,Thriller,2014,2010s,90,5.7,Average,18+,"In a dystopian Detroit, undercover policeman Damien Collier and ex-convict Lino Duppre find a common enemy in a dreaded crime lord and decide to bring him to justice.",28,False,False
M02290,Abhay,Telugu,Drama,2001,2000s,140,7.8,Excellent,NR,"Abhay is a 2001 Indian Telugu film, directed by Suresh Krishna and produced by Jaya Krishna. The film stars Kamal Haasan, Raveena Tandon and Manisha Koirala in lead roles. The film had musical score by Shankar Mahadevan.",37,False,False
M02291,Ottayaal Paatha (The Narrow Path),Malayalam,Romance,2016,2010s,96,6.4,Good,All,Young Akhil lives with his old and crippled father. The two share a difficult relationship. Akhil has decided to run away with his girlfriend Nina to another city and he is keeping this a secret from the old man. But his last day at home doesn't turn out the way he had planned it.,54,True,False
M02292,Chingaari,Hindi,Romance,2006,2000s,155,4.7,Average,13+,"Chingaari Is A Bollywood Hindi Social Drama Movie, Directed By Kalpana Lajmi, Starring Mithun Chakraborty, Sushmita Sen, Anuj Sawhney, Ila Arun and Anjan Srivastav In The Lead Roles. A Prostitute Leads A Glum Life But Finds Happiness And Hope When She Falls In Love With A Postman. However, Things Take A Turn When A Priest, Who Disapproves Of The Alliance, Gets Him Killed.",63,False,False
M02293,Dak Diye Jai,Bengali,Drama,1978,1970s,90,6.8,Good,NR,"Dak Diye Jai is a 1978 Indian Bengali film, directed and produced by Ranjitmul Kankaria. The film stars Anup Kumar, Sumitra Mukherjee and Subrata Chattopadhyay in lead roles. Music of the film was composed by Timir Baran.",37,True,False
M02294,Adda,Bengali,Action,2019,2010s,107,6.6,Good,13+,"Adda is a modern day fable of love, friendship, Karma, and catharsis. Set in the sleepy metropolis of Kolkata, the film is about two naughty angels, Black and White, who come down to Earth and spy in on the lives of four childhood friends, an aging freedom fighter, a struggling actress, and a self-righteous journalist.",55,False,False
M02295,A Monsoon Date,Hindi,Romance,2019,2010s,21,6.9,Good,NR,"A young woman decides to tell her date of a heartbreaking truth from her past - a truth that she proudly holds within but is unable to share with her partners. While she holds on to unreasonable hope, will he understand or simple leave her broken-hearted all over again?",49,False,False
M02296,Enthino Pookunna Pookal,Malayalam,Drama,1982,1980s,141,6.2,Good,NR,"Enthino Pookunna Pookal is a 1982 Indian Malayalam film, directed and produced by Gopinath Babu. The film stars Mohanlal, Mammootty, Ratheesh and Zarina Wahab in lead roles. The film had musical score by Shyam.",34,False,False
M02297,The End,Telugu,Drama,2003,2000s,110,7.4,Good,NR,"The End is a 2003 Indian Telugu film, directed by Ravi Chavali and produced by Venkat. The film stars Zakir Hussain, Narsing Makkala, Sanjana Singh Jeeva and Rajendra Babu in lead roles. The music of the film was composed by Jevan Thomas.",42,False,False
M02298,Once Upon a Time in America,English,Action,1984,1980s,229,8.4,Excellent,18+,"A story of two childhood friends from New York who become wealthy and powerful gangsters during the 1920's. Neither can satisfy his deepest dreams and hungers, and they separate in an explosion of violence which won't come to light for 35 years.",42,False,False
M02299,Youth,English,Drama,2015,2010s,123,7.3,Good,18+,"Fred, a composer and conductor, is now retired. Mick, a film director, is still working. While Mick scrambles to finish the screenplay for what he imagines will be his last important film, Fred has no intention of resuming his musical career. But someone wants at all costs to hear him conduct again.",52,False,False
M02300,Newton,Hindi,Drama,2017,2010s,104,7.7,Excellent,13+,"As India, the world’s largest democracy, braces itself for another general election - with 9 million polling booths, more than 800 million voters, and costing nearly $5 billion -- Newton Kumar, a rookie government clerk finds himself entrusted with a task that appears deceptively simple: conducting elections in a remote village in the jungles of central India.",57,False,False
M02301,Mon Mayuree,Bengali,Drama,1990,1990s,149,4.0,Average,NR,This is a story of Poor orphan boy Priyo. He is invited by his mentor Sunil Da where he is given a job. He falls for his boss’s daughter and they develop a relationship. But life takes a sudden change in course and there is trouble in his life when a young boy calls him father. The story evolves how Priyo handles the situation and regains everybody’s trust.,68,False,False
M02302,It Can Be Dangerous - City Of Dreams,Hindi,Drama,2014,2010s,105,6.2,Good,NR,"The story of an aspiring actress who comes to Mumbai to fulfill her desires. But her dreams will have to pay a heavy price as nothing in the film industry is as clear as it seems. In order to survive, she will have to give up on her morals and everything else she holds dear.",55,True,False
M02303,Paka Dekha,Bengali,Romance,1980,1980s,95,6.8,Good,NR,"Aparna is a beautiful and talented young girl studying in college. Her father, a responsible police officer decide to marry her off as soon as possible and fixes her match to a family who falls in the same cast as them. He does not ask Aparna if she agreed to it. However things go upside down when Aparna goes missing just before the day of her engagement. Her father brings the entire city do ...",75,False,False
M02304,Rishtey,Hindi,Drama,2002,2000s,155,4.6,Average,13+,"Suraj, a seemingly single father, takes care of his little son all by himself, rejoicing in his son's small feats. But his life turns upside down when his wife, who'd left him post a tragic misunderstanding many years ago, returns to claim her child.",44,False,False
M02305,Wallet,Bengali,Drama,2018,2010s,14,8.4,Excellent,13+,Money is essential; but is it essential enough to lose one's integrity just for a wallet full of cash?,19,False,False
M02306,Criminal,Tamil,Action,2016,2010s,108,6.3,Good,18+,"In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",32,False,False
M02307,The Forbidden Kingdom,Tamil,Action,2008,2000s,100,6.6,Good,13+,"A discovery made by a kung fu obsessed American teen sends him on an adventure to China, where he joins up with a band of martial arts warriors in order to free the imprisoned Monkey King.",36,False,False
M02308,Flight,English,Drama,2012,2010s,138,7.3,Good,18+,"Airline pilot Whip Whitaker miraculously lands his plane after a mid-air catastrophe but questions arise as to who or what was really at fault. * Pete Hammond, Deadline Hollywood",29,False,False
M02309,"New Age, The",English,Drama,1994,1990s,107,6.4,Good,18+,A hip couple who open a trendy L.A. Boutique to finance a 'civilized' divorce in a biting tale of our times.,21,True,False
M02310,Uliyin Osai,Tamil,Drama,2008,2000s,141,6.4,Good,All,Sarath Babu desires to build a great temple in Thanjavur. He wishes some beautiful sculptures to be installed and sends out his people far and wide in the search of a woman who looks good enough to be a model for the sculptor Vineeth. That is when Sarath Babu's son steps in and offers to find a solution. The rest of the movie is how Vineeth makes the statues and the aftermath.,72,True,False
M02311,Badshahi Angti,Bengali,Thriller,2014,2010s,106,6.6,Good,All,A well-known detective must catch a thief who seems to be trying to steal the ring of the long-dead Mughal emperor Aurangzeb.,22,False,False
M02312,Mechanic Ressurection,English,Action,2016,2010s,94,5.7,Average,16+,Bishop's most formidable foe kidnaps the love of his life in order to make him complete three impossible assassinations and make them look like accidents.,25,False,False
M02313,The Curse of Abundance,English,Sci-Fi,2020,2020s,69,6.7,Good,13+,"The Yasuni Park in Ecuador is a haven of biodiversity and home to indigenous tribes. It also holds a third of the country's oil reserves. Ecuador had agreed to keep the oil in the ground. But as powerful new interest groups emerge, the future of the Park, and the people who have called it home for thousands of years, come into question.",62,False,False
M02314,Dinoshark,English,Drama,2010,2010s,86,3.1,Low,16+,"A baby dinoshark evolves into a ferocious predatory adult, terrorising tourists and locals offshore from Puerto Vallarta, Mexico.",18,False,False
M02315,Seer Fish Fry,Bengali,Drama,2020,2020s,3,6.8,Good,13+,Seer Fish Fry,3,True,False
M02316,The Ship Sinkers,English,Drama,2020,2020s,46,7.7,Excellent,13+,"What fate awaits ships that were once proud vessels at bay, but have now turned into floating junkyards? While one option is to cut them up for scrap, another alternative is to use them to bolster marine biodiversity by turning them into artificial reefs. The old naval ships are sunk to an underwater resting place by ship sinkers.",58,False,False
M02317,Devadasu,Telugu,Action,2011,2010s,175,5.1,Average,NR,"Devadasu is a 1953 Indian Telugu film, directed by Vedantam Raghavaiah and produced by D. L. Narayana. The film stars Akkineni Nageswara Rao, Savitri, Lalitha and S. V. Ranga Rao in lead roles. Music of the film was composed by C. R. Subburaman.",43,False,True
M02318,Bal Ganesh 2 (Bengali),Bengali,Drama,2009,2000s,73,6.8,Good,All,"Bal Ganesh 2 is the sequel of 2007 animated film Bal Ganesh. The elephant god who is adored and worshipped by millions worldwide, was once a naughty child. The film explores new adventures of Bal Ganesh and shows how he rose to the rank of Gods.",46,True,False
M02319,Double Happiness,English,Romance,1995,1990s,87,7.0,Good,13+,"Jade Li is a feisty, 20-something Chinese Canadian, trying to achieve that happy medium between giving in to her parent's wishes and fulfilling her own needs and desires - double happiness. Naturally, something's got to give and when love beckons in the shape of Mark, a white university student, the facade of the perfect Chinese daughter begins to slip.",59,False,False
M02320,Ganeshana Maduve,Kannada,Drama,1990,1990s,127,7.6,Excellent,NR,"Ganeshana Maduve is a 1990 Indian Kannada film, directed by ""N S Dhananjaya (Datthu)"" and Produced by ""N S Mukund, H S Chandru, Smt B A Anasuya, Smt Veena Nagaraj"".The film Stars ""Vishnuvardhan, Aarathi, J V Somayajulu, Anupama, Manu, Sundar Krishna Urs, Musuri Krishnamurthy,"", in lead roles. The film had musical score by ""Upendra Kumar"".",55,False,False
M02321,Priyamaana Thozhi,Tamil,Family,2003,2000s,155,5.5,Average,All,Madhavan and Sridevi are inseparable friends since childhood. Their friendship is entirely platonic. The narration gains grip when their friendship undergoes a test and relinquish.,25,False,False
M02322,Auzaar,Hindi,Thriller,1997,1990s,126,4.4,Average,13+,Yash and Suraj are childhood friends. They grow up and take up totally different paths in life. Yash becomes an underworld mafia and Suraj becomes a CBI officer. One day Suraj is asked to investigate about a mafia and Suraj is shocked to find out that Yash is now a criminal. Watch to know what happens next.,57,False,False
M02323,Trust WHO,English,Drama,2018,2010s,54,6.5,Good,13+,Was the swine flu “pandemic” created by pharmaceutical companies? Why were tobacco lobbyists on WHO payroll? Is the fallout from the Fukushima nuclear disaster minimized? The World Health Organization has evidently been consorting with these industries for decades to protect their interests.,42,False,False
M02324,Katmundu,Bengali,Comedy,2018,2010s,126,4.6,Average,13+,"A Bengali romantic comedy movie about three friends travelling to Nepal, only to have their trip ruined by two women!",20,False,False
M02325,Kshamichu Ennoru Vakku,Malayalam,Drama,1986,1980s,112,6.2,Good,NR,"Kshamichu Ennoru Vakku is a 1986 Indian Malayalam film, directed by Joshiy. The film stars Mammootty, Geetha, Shobana, Urvashi, Mukesh, Srividhya in lead roles. The film had a musical score by Shyam.",32,False,False
M02326,Tula Shikwin Changlach Dhada,Marathi,Romance,2007,2000s,152,5.9,Average,All,"Acting buffs Sanjay Narvekar and Makrand Anaspure are rejected by a film director Mohan Joshi. Sanjay later falls in love with Rujuta Dehmukh and marries her, unaware of the fact that her uncle is the same director who rejected him. Seeking to teach the man a lesson, Sanjay brings Makrand into the house as a chef. Mohan meanwhile suspects Makrand of having an affair with his niece.",67,False,False
M02327,Rangeelay,Punjabi,Action,2013,2010s,129,4.9,Average,NR,"A trio of intelligent musketeers, Sunny, Titlee and Shot Gun who are inimitable in their job as recovery agents, accidentally arrogate Simmi's scooty. Comprehending the error, Sunny takes up the responsibility of correcting it by returning Simmi her scooty and in the process falls in love with her. Sunny is the tough Punjabi Munda who always has to have his own way and cannot take no for an ...",69,False,False
M02328,Vidyasagar,Bengali,Action,2017,2010s,111,8.0,Excellent,13+,A biopic of Ishwar Chandra Vidyasagar about his life as an educator and reformer during Bengal Renaissance.,17,False,False
M02329,Orphans of ISIS,English,Action,2019,2010s,60,6.4,Good,13+,Are children of terrorists to be blamed for their parents' crime? Do they and their relatives deserve to live ignominy? This film traces the aftermath of the death of a jihadi and his wife and tries to answer these questions. Follow Aussie Karen Nettleton who tries to get her grandchildren back from Syria after her daughter and jihadist son-in-law die.,60,True,False
